,Exam_num,Prob_num,Time_slot,Proc_time
0,40,5,3,0.014000
1,40,10,3,0.298000
2,40,15,4,0.062000
3,40,20,5,6.721000
4,40,25,-1,250.001000
5,40,30,-1,250.001000
6,40,35,-1,250.001000
7,40,40,-1,250.001000
8,40,45,-1,250.001000
9,40,50,-1,250.001000
10,40,55,-1,250.001000
11,40,60,-1,250.001000
12,40,65,-1,250.001000
13,40,70,-1,250.001000
14,40,75,-1,250.001000
15,40,80,-1,250.001000
16,40,85,-1,250.001000
17,40,90,-1,250.001000
18,40,95,-1,250.001000
