,Exam_num,Prob_num,Time_slot,Proc_time
0,10,5,2,0.000000
1,10,10,2,0.000000
2,10,15,3,0.000000
3,10,20,3,0.000000
4,10,25,3,0.000000
5,10,30,3,0.000000
6,10,35,3,0.000000
7,10,40,4,0.000000
8,10,45,4,0.000000
9,10,50,5,0.000000
10,10,55,5,0.000000
11,10,60,5,0.000000
12,10,65,5,0.000000
13,10,70,6,0.001000
14,10,75,6,0.000000
15,10,80,6,0.000000
16,10,85,7,0.001000
17,10,90,9,0.016000
18,10,95,9,0.016000
