,Exam_num,Prob_num,Time_slot,Proc_time
0,20,5,3,0.001000
1,20,10,3,0.000000
2,20,15,4,0.001000
3,20,20,4,0.000000
4,20,25,4,0.001000
5,20,30,5,0.002000
6,20,35,5,0.001000
7,20,40,5,0.000000
8,20,45,6,0.003000
9,20,50,6,0.001000
10,20,55,6,0.002000
11,20,60,6,0.002000
12,20,65,7,0.008000
13,20,70,8,0.055000
14,20,75,10,6.426000
15,20,80,11,33.836000
16,20,85,11,44.010000
17,20,90,-1,250.001000
18,20,95,-1,250.001000
