,Exam_num,Prob_num,Time_slot,Proc_time
0,20,5,2,0.000000
1,20,10,2,0.000000
2,20,15,3,0.000000
3,20,20,3,0.000000
4,20,25,4,0.000000
5,20,30,4,0.001000
6,20,35,5,0.002000
7,20,40,5,0.000000
8,20,45,5,0.000000
9,20,50,6,0.004000
10,20,55,6,0.003000
11,20,60,6,0.001000
12,20,65,6,0.001000
13,20,70,7,0.007000
14,20,75,8,0.083000
15,20,80,9,0.209000
16,20,85,10,3.759000
17,20,90,-1,250.001000
18,20,95,-1,250.001000
