,Exam_num,Prob_num,Time_slot,Proc_time
0,10,5,2,0.000000
1,10,10,2,0.000000
2,10,15,2,0.000000
3,10,20,2,0.000000
4,10,25,3,0.000000
5,10,30,3,0.000000
6,10,35,3,0.000000
7,10,40,3,0.000000
8,10,45,3,0.000000
9,10,50,4,0.000000
10,10,55,4,0.000000
11,10,60,4,0.001000
12,10,65,4,0.000000
13,10,70,5,0.000000
14,10,75,5,0.000000
15,10,80,7,0.001000
16,10,85,7,0.000000
17,10,90,7,0.000000
18,10,95,8,0.000000
