,Exam_num,Prob_num,Time_slot,Proc_time
0,20,5,2,0.000000
1,20,10,2,0.000000
2,20,15,3,0.000000
3,20,20,3,0.000000
4,20,25,3,0.000000
5,20,30,4,0.001000
6,20,35,5,0.003000
7,20,40,5,0.002000
8,20,45,5,0.002000
9,20,50,6,0.008000
10,20,55,6,0.008000
11,20,60,7,0.108000
12,20,65,8,1.498000
13,20,70,9,10.028000
14,20,75,9,2.439000
15,20,80,-1,250.001000
16,20,85,11,153.586000
17,20,90,-1,250.001000
18,20,95,-1,250.001000
