,Exam_num,Prob_num,Time_slot,Proc_time
0,20,5,3,0.000000
1,20,10,3,0.000000
2,20,15,4,0.001000
3,20,20,4,0.000000
4,20,25,4,0.000000
5,20,30,5,0.001000
6,20,35,5,0.001000
7,20,40,5,0.001000
8,20,45,6,0.008000
9,20,50,6,0.004000
10,20,55,6,0.006000
11,20,60,6,0.006000
12,20,65,7,0.023000
13,20,70,8,0.240000
14,20,75,10,20.140000
15,20,80,11,49.310000
16,20,85,11,50.624000
17,20,90,-1,250.001000
18,20,95,-1,250.001000
